cod_prod,descr_resumida,descr_detalhada,preco,unidade
412FBR1410,FB 412 PP PTA PLK,RODIZIO DE AÇO FIXO COM BASE RODA 412 PP PRETA E PORCA PARLOCK,9.41,PECA
412FBR1622,FB 412 NY BCA CT RO,RODIZIO DE AÇO FIXO COM BASE RODA 412 NYLON BRANCA CALOTA E ROLAMENTO,29.2,PECA
412FBR2045,FB 412 BP CZA CT RO,RODIZIO DE AÇO FIXO COM BASE RODA 412 BP CINZA CALOTA E ROLAMENTO,15.85,PECA
412FBR2085,FB 412 UP,RODIZIO DE AÇO FIXO DE BASE COM RODA 412 UP,11.85,PECA
412FBR245,FB 412 GP,RODIZIO DE AÇO FIXO COM BASE SEM RODA 412 PARAFUSO E PORCA,6.92,PECA
412FBR700,FB 412 BP CZA,RODIZIO DE AÇO FIXO COM BASE RODA 412 BP CINZA,10.48,PECA
412FBR730,FB 412 PP PTA,RODIZIO DE AÇO FIXO COM BASE RODA 412 PP PRETA,9.38,PECA
412FBR732,FB 412 NY BCA,RODIZIO DE AÇO FIXO COM BASE RODA 412 NYLON BRANCA,16.22,PECA
412FBR785,FB 412 BP AZU,RODIZIO DE AÇO FIXO COM BASE RODA 412 BP AZUL,10.48,PECA
412FER1380,FE 412 BP AZU 25,RODIZIO DE AÇO FIXO DE ESPIGA 1/2X25MM COM RODA 412 BP AZUL,9.76,PECA
412FER1402,FE 412 GP PLK 25,RODIZIO DE AÇO FIXO DE ESPIGA 1/2X25MM SEM RODA 412 PARAFUSO E PORCA PARLOCK,6.21,PECA
412FER1668,FE 412 BP CZA 75,RODIZIO DE AÇO FIXO DE ESPIGA 1/2X75MM COM RODA 412 BP CINZA,10.54,PECA
412FER2088,FE 412 UP 25,RODIZIO DE AÇO FIXO DE PARAFUSO 25MM COM RODA 412 UP,11.15,PECA
412FER317,FE 412 GP 75,"	RODIZIO DE AÇO FIXO DE ESPIGA 1/2X25MM SEM RODA 412 PARAFUSO E PORCA""",7,PECA
412FER702,FE 412 BP CZA 25,RODIZIO DE AÇO FIXO DE ESPIGA 1/2X25MM COM RODA 412 BP CINZA,9.76,PECA
412FER718,FE 412 PP PTA 25,RODIZIO DE AÇO FIXO DE ESPIGA 1/2X25MM COM RODA 412 PP PRETA,8.75,PECA
412FER723,FE 412 NY BCA 25,RODIZIO DE AÇO FIXO DE ESPIGA 1/2X25MM COM RODA 412 NYLON BRANCA,15.5,PECA
412GBR1400,GB 412 GP PLK,RODIZIO DE AÇO GIRATÓRIO DE BASE SEM RODA 412 PARAFUSO E PORCA PARCLOK,10.16,PECA
412GBR1403,GB 412 FR GP PLK,RODIZIO DE AÇO GIRATÓRIO DE BASE SEM RODA 412 PARAFUSO E PORCA PARCLOK E FREIO,13.81,PECA
412GBR1411,GB 412 PP PTA PLK,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 412 PP PRETA E PORCA PARCLOK,12.41,PECA
412GBR1514,CV 412,CAVALETE DO RODIZIO DE AÇO 412,4.6525,PECA
412GBR1628,GB 412 FR NY BCA CT RO,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 412 NYLON BRANCA CALOTA E ROLAMENTO E FREIO,35.64,PECA
412GBR2044,GB 412 FR BP CZA CT RO,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 412 BP CINZA CALOTA E ROLAMENTO E FREIO,22.52,PECA
412GBR2083,GB 412 UP,RODIZIO DE AÇO GIRATORIO DE BASE COM RODA 412 UP,14.84,PECA
412GBR2084,GB 412 FR UP,RODIZIO DE AÇO GIRATORIO DE BASE COM RODA 412 UP COM FREIO,18.35,PECA
412GBR247,GB 412 GP,RODIZIO DE AÇO GIRATÓRIO DE BASE SEM RODA 412 PARAFUSO E PORCA,10.1,PECA
412GBR699,GB 412 BP CZA,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 412 BP CINZA,13.45,PECA
412GBR734,GB 412 PP PTA,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 412 PRETA,12.35,PECA
412GBR735,GB 412 BP AZU,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 412 BP AZUL,13.45,PECA
412GBR763,GB 412 BP CZA CT,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 412 BP CINZA CALOTA,0,PECA
412GBR780,GB 412 NY BCA CT RO,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 412 NYLON BRANCA CALOTA E ROLAMENTO,32.15,PECA
412GBR781,GB 412 BP CZA CT RO,RODIZIO DE AÇO GIRATORIO DE BASE COM RODA 412 BP CZA C/ CALOTA E ROLAMENTO,19.02,PECA
412GBR841,GB 412 FR BP CZA,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 412 BP CINZA E FREIO,16.96,PECA
412GBR848,GB 412 FR PP PTA,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 412 PP PRETA  E FREIO,15.92,PECA
412GBR888,GB 412 NY BCA,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 412 NYLON BRANCA,19.32,PECA
412GBR890,GB 412 FR GP,RODIZIO DE AÇO GIRATÓRIO DE BASE SEM RODA 412 PARAFUSO E PORCA E FREIO,13.75,PECA
412GBR893,GB 412 FR NY BCA,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 412 NYLON BRANCA E FREIO,22.9,PECA
412GBR895,GB 412 FR BP AZU,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 412 BP AZUL E FREIO,16.96,PECA
412GER1405,GE 412 GP PLK 25,RODIZIO DE AÇO GIRATORIO ESPIGA 1/2X25MM SEM RODA 412 COM PARAFUSO E PORCA PARLOCK,9.91,PECA
412GER1406,GE 412 FR GP PLK 25,RODIZIO DE AÇO GIRATORIO ESPIGA 1/2X25MM SEM RODA 412 COM PARAFUSO E PORCA PARLOCK E FREIO,13.55,PECA
412GER1508,GE 412 BP CZA 75,RODIZIO DE AÇO GIRATORIO ESPIGA 1/2X75MM COM RODA 412 BP CINZA,14.04,PECA
412GER1592,GE 412 FR BP CZA 75,RODIZIO DE AÇO GIRATORIO ESPIGA 1/2X75MM COM RODA 412 BP CINZA  E FREIO,17.54,PECA
412GER1768,GE 412 BP AZU 25,RODIZIO DE AÇO GIRATORIO ESPIGA 1/2X25MM COM RODA 412 BP AZUL,13.25,PECA
412GER1769,GE 412 NY BCA CT RO 25,RODIZIO DE AÇO GIRATORIO ESPIGA 1/2X25MM COM RODA 412 NYLON BRANCA CALOTA E ROLAMENTO,31.92,PECA
412GER1770,GE 412 NY BCA 75,RODIZIO DE AÇO GIRATORIO ESPIGA 1/2X75MM COM RODA 412 NYLON BRANCA,19.65,PECA
412GER1771,GE 412 FR BP AZU 25,RODIZIO DE AÇO GIRATORIO ESPIGA 1/2X25MM COM RODA 412 BP AZUL  E FREIO,16.73,PECA
412GER1772,GE 412 FR NY BCA CT RO 25,RODIZIO DE AÇO GIRATORIO ESPIGA 1/2X25MM COM RODA 412 NYLON BRANCA CALOTA E ROLAMENTO E FREIO,35.42,PECA
412GER1840,GE 412 BP CZA CT RO 25,RODIZIO DE AÇO GIRATORIO ESPIGA 1/2X25MM COM RODA 412 BP CINZA CALOTA E ROLAMENTO E FREIO,18.65,PECA
412GER2086,GE 412 UP 25,RODIZIO DE AÇO GIRATORIO DE PARAFUSO 25MM  COM RODA 412 UP,14.62,PECA
412GER2087,GE 412 FR UP 25,RODIZIO DE AÇO GIRATORIO DE PARAFUSO 25MM COM RODA 412 UP COM FREIO,18.1,PECA
412GER294,GE 412 GP 25,RODIZIO DE AÇO GIRATORIO ESPIGA 1/2X25MM SEM RODA 412 COM PARAFUSO E PORCA,9.85,PECA
412GER701,GE 412 BP CZA 25,RODIZIO DE AÇO GIRATORIO ESPIGA 1/2X25MM COM RODA 412 BP CINZA,13.25,PECA
412GER731,GE 412 NY BCA 25,RODIZIO DE AÇO GIRATORIO ESPIGA 1/2X25MM COM RODA 412 NYLON BRANCA,18.95,PECA
412GER733,GE 412 PP PTA 25,RODIZIO DE AÇO GIRATORIO ESPIGA 1/2X25MM COM RODA 412 PP PRETA,12.2,PECA
412GER901,GE 412 FR GP 25,RODIZIO DE AÇO GIRATORIO ESPIGA 1/2X25MM SEM RODA 412 COM PARAFUSO E PORCA E FREIO,13.49,PECA
412GER902,GE 412 FR NY BCA 25,RODIZIO DE AÇO GIRATORIO ESPIGA 1/2X25MM COM RODA 412 NYLON BRANCA  E FREIO,22.55,PECA
412GER903,GE 412 FR PP PTA 25,RODIZIO DE AÇO GIRATORIO ESPIGA 1/2X25MM COM RODA 412 PP PRETA E FREIO,15.69,PECA
412GP1017,GP 412 FR PP PTA,RODIZIO DE AÇO GIRATORIO FURO PASSANTE COM RODA 412 PP PRETA E FREIO,14.24,PECA
412GP1773,GP 412 BP AZU,RODIZIO DE AÇO GIRATORIO FURO PASSANTE COM RODA 412 BP AZUL,11.78,PECA
412GP1774,GP 412 NY BCA CT RO,RODIZIO DE AÇO GIRATORIO FURO PASSANTE COM RODA 412 NYLON BRANCA CALOTA E ROLAMENTO,30.45,PECA
412GP1775,GP 412 FR BP AZU,RODIZIO DE AÇO GIRATORIO FURO PASSANTE COM RODA 412 BP AZUL E FREIO,15.27,PECA
412GP1776,GP 412 FR NY BCA CT RO,RODIZIO DE AÇO GIRATORIO FURO PASSANTE COM RODA 412 NYLON BRANCA CALOTA E ROLAMENTO E FREIO,33.95,PECA
412GP765,GP 412 FR NY BCA,RODIZIO DE AÇO GIRATORIO FURO PASSANTE COM RODA 412 NYLON BRANCA E FREIO,21.1,PECA
412GP768,GP 412 FR GP,RODIZIO DE AÇO GIRATORIO FURO PASSANTE SEM RODA 412 PARAFUSO E PORCA E FREIO,11.95,PECA
412GP769,GP 412 FR BP CZA,RODIZIO DE AÇO GIRATORIO FURO PASSANTE COM RODA 412 BP CINZA E FREIO,15.27,PECA
412GP770,GP 412 BP CZA,RODIZIO DE AÇO GIRATORIO FURO PASSANTE COM RODA 412 BP CINZA,11.78,PECA
412GP778,GP 412 PP PTA,RODIZIO DE AÇO GIRATORIO FURO PASSANTE COM RODA 412 PP PRETA,10.75,PECA
412GP779,GP 412 GP,RODIZIO DE AÇO GIRATORIO FURO PASSANTE SEM RODA 412 PARAFUSO E PORCA,8.3,PECA
412GP783,GP 412 NY BCA,RODIZIO DE AÇO GIRATORIO FURO PASSANTE COM RODA 412 NYLON BRANCA,17.65,PECA
412RO1378,RO 412 BP CZA CT RO,RODA 412 BP CINZA COM CALOTA E ROLAMENTO,7.35,PECA
412RO1381,RO 412 BP AZU,RODA 412 BP AZUL,3.15,PECA
412RO2103,RO 412 UP,RODA 412 DE POLIURETANO INJETADO,4.45,PECA
412RO695,RO 412 BP CZA,RODA 412 BP CZA,3.15,PECA
412RO697,RO 412 PP PTA,RODA 412 PP PTA,2.3,PECA
412RO698,RO 412 NY BCA,RODA 412 NYLON BRANCA,7.86,PECA
412RO771,RO 412 BP CZA CT,RODA 412 BP CINZA COM CALOTA,0,PECA
412RO913,RO 412 NY BCA CT RO,RODA 412 NYLON BRANCA COM CALOTA E ROLAMENTO,18.7,PECA
414FBL1414,FB 414 GP PLK,RODIZIO DE AÇO FIXO DE BASE LINHA LEVE 127X100 SEM RODA 414 COM PARAFUSO E PORCA,10.6,PECA
414FBL1416,FB 414 FE/PU BU PLK,RODIZIO DE AÇO FIXO DE BASE LINHA LEVE 127X100 COM RODA 414 FERRO POLIURETANO BUCHA COM PARAFUSO E PORCA,50.1,PECA
414FBL1417,FB 414 BP CZA CT PLK,RODIZIO DE AÇO FIXO DE BASE LINHA LEVE 127X100 COM RODA 414 BP CINZA CALOTA COM PARAFUSO E PORCA,15.18,PECA
414FBL1667,FB 414 BP CZA CT RO PLK,RODIZIO DE AÇO FIXO DE BASE LINHA LEVE 127X100 COM RODA 414 BP CINZA CALOTA E ROLAMENTO COM PARAFUSO E PORCA,17.58,PECA
414FBL1513,FB 414 FE/PU RO PLK,RODIZIO DE AÇO FIXO DE BASE LINHA LEVE 127X100 COM RODA 414 FERRO POLIURETANO ROLAMENTO COM PARAFUSO E PORCA,61.8,PECA
414FBL1669,FB 414 FERRO PLK,RODIZIO DE AÇO FIXO DE BASE LINHA LEVE 127X100 COM RODA 414 FERRO COM PARAFUSO E PORCA,43.29,PECA
414FBL2136,FB 414 NY BCA PLK,RODIZIO DE AÇO FIXO DE BASE LINHA LEVE 127X100 COM RODA 414 NYLON BRANCA COM PARAFUSO E PORCA,21.16,PECA
414FBR1000,FBR 414 FE/PU BU PLK,RODIZIO DE AÇO FIXO BASE LINHA REFORÇADA 130X110 COM RODA 414 FERRO POLIURETANO BUCHA COM PARAFUSO E PORCA PARLOCK,58.9,PECA
414FBR1011,FBR 414 FE/PU RO PLK,RODIZIO DE AÇO FIXO BASE LINHA REFORÇADA 130X110 COM RODA 414 FERRO POLIURETANO ROLAMENTO COM PARAFUSO E PORCA PARLOCK,70.59,PECA
414FBR1825,FBR 42 FERRO PLK,RODIZIO DE AÇO FIXO BASE COM RODA 42 FERRO COM PARAFUSO E PORCA,52.2777,PECA
414FBR1604,FBR 414 FERRO PLK,RODIZIO DE AÇO FIXO BASE LINHA REFORÇADA 130X110 COM RODA 414 FERRO COM PARAFUSO E PORCA PARLOCK,52.28,PECA
414FBR1755,FBR 42 GP PLK,RODIZIO DE AÇO FIXO BASE SEM RODA 42 COM PARAFUSO E PORCA,21.92,PECA
414FBR2041,FBR 42 FE/PU RO PLK,RODIZIO DE AÇO FIXO BASE COM RODA 42 FERRO COM POLIURETANO ROLAMENTO COM PARAFUSO E PORCA,85.59,PECA
414FBR998,FBR 42 BP CZA RO PLK,RODIZIO DE AÇO FIXO BASE COM RODA 42 BP CINZA ROLAMENTO COM PARAFUSO E PORCA,42.32,PECA
414FBR999,FBR 414 GP PLK,RODIZIO DE AÇO FIXO BASE LINHA REFORÇADA 130X110 SEM RODA 414 COM PARAFUSO E PORCA PARLOCK,20,PECA
414FEL1423,FE 414 GP PLK 25,RODIZIO DE AÇO FIXO ESPIGA 1/2X25MM SEM RODA 414 COM PARAFUSO E PORCA,9.68,PECA
414FEL1581,FE 414 FE/PU BU PLK 25,RODIZIO DE AÇO FIXO ESPIGA 1/2X25MM COM RODA 414 FERRO POLIURETANO BUCHA COM PARAFUSO E PORCA,49.35,PECA
414FEL1677,FE 414 BP CZA CT PLK 25,RODIZIO DE AÇO FIXO ESPIGA 1/2X25MM COM RODA 414 BP CINZA CALOTA COM PARAFUSO E PORCA,14.38,PECA
414FEL1679,FE 414 BP CZA CT RO PLK 25,RODIZIO DE AÇO FIXO ESPIGA 1/2X25MM COM RODA 414 BP CINZA CALOTA E ROLAMENTO COM PARAFUSO E PORCA,16.78,PECA
414FEL1680,FE 414 FE/PU RO PLK 25,RODIZIO DE AÇO FIXO ESPIGA 1/2X25MM COM RODA 414 FERRO POLIURETANO ROLAMENTO COM PARAFUSO E PORCA,61.06,PECA
414FEL1681,FE 414 FERRO PLK 25,RODIZIO DE AÇO FIXO ESPIGA 1/2X25MM COM RODA 414 FERRO COM PARAFUSO E PORCA,42.5,PECA
414GBL1415,GB 414 BP CZA CT PLK,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 414 BP CINZA CALOTA COM PARAFUSO E PORCA,19.47,PECA
414GBL1418,GB 414 GP PLK,RODIZIO DE AÇO GIRATÓRIO DE BASE SEM RODA 414 COM PARAFUSO E PORCA,15.05,PECA
414GBL1419,GB 414 FE/PU BU PLK,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 414 FERRO POLIURETANO BUCHA COM PARAFUSO E PORCA,54.3,PECA
414GBL1424,GB 414 FR BP CZA CT PLK,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 414 BP CINZA CALOTA COM PARAFUSO E PORCA E FREIO,29.88,PECA
414GBL1448,GB 414 FR FE/PU BU PLK,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 414 FERRO POLIURETANO BUCHA COM PARAFUSO E PORCA E FREIO,64.45,PECA
414GBL1449,GB 414 FERRO PLK,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 414 FERRO COM PARAFUSO E PORCA,47.6,PECA
414GBL1481,GB 414 FR GP PLK,RODIZIO DE AÇO GIRATÓRIO DE BASE SEM RODA 414 COM PARAFUSO E PORCA E FREIO,26,PECA
414GBL1497,GB 414 FE/PU RO PLK,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 414 FERRO POLIURETANO ROLAMENTO COM PARAFUSO E PORCA,66,PECA
414GBL1500,GB 414 FR FE/PU RO PLK,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 414 FERRO POLIURETANO ROLAMENTO COM PARAFUSO E PORCA E FREIO,76,PECA
414GBL1662,GB 414 BP CZA CT RO PLK,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 414 BP CINZA CALOTA E ROLAMENTO COM PARAFUSO E PORCA,21.9,PECA
414GBL1664,GB 414 FR BP CZA CT RO PLK,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 414 BP CINZA CALOTA E ROLAMENTO COM PARAFUSO E PORCA E FREIO,32.28,PECA
414GBL1666,GB 414 FR FERRO PLK,RODIZIO DE AÇO GIRATÓRIO DE BASE COM RODA 414 FERRO COM PARAFUSO E PORCA E FREIO,58,PECA
